dt1,dt2,l1,l2,r1,r2,t1,t2,th1,th2,v1,v2,x1,x2,xm1,xm2,y1,y2,ym1,ym2,eSpeed1,eSpeed2,pwm1,pwm2,vCtrl1,vCtrl2,xKalman1,yKalman1,xKalman2,yKalman2,xPred1,yPred1,xPred2,yPred2,State1,State2
0.04,0.04,1.301,0.63151,3,3,3,3,270,270,0,0,0.165,0.165,0.151,0.182,0.71953,1.389,0.72,1.389,0,0,650,750,0,0,0.15,0.72,0.182,1.389,0.15,0.72,0.182,1.389,init,init
0.08,0.08,1.3005,0.63151,3,3,3,3,270,270,0,0,0.165,0.165,0.151,0.182,0.71998,1.389,0.72,1.389,0.004,0.0024721,651,750.62,0.004,0.0024721,0.15098,0.71998,0.182,1.389,0.15,0.72,0.182,1.389,accl,strt
0.12,0.12,1.3005,0.63053,3,3,3,3,270,270,0,0,0.165,0.165,0.151,0.182,0.72,1.39,0.72,1.39,0.004,0.0024721,652,751.24,0.008,0.0049443,0.151,0.72,0.18198,1.39,0.15,0.72,0.182,1.389,accl,sync
0.16,0.16,1.3006,0.63051,3,3,3,3,270,270,0.05,0,0.165,0.165,0.151,0.182,0.71996,1.39,0.72,1.39,0.004,0.0024721,653,751.85,0.012,0.0074164,0.15096,0.71996,0.182,1.39,0.15,0.718,0.182,1.389,accl,sync
0.2,0.2,1.3006,0.63059,3,3,3,3,270,270,0.05,0.1,0.165,0.165,0.151,0.182,0.71996,1.3899,0.72,1.39,0.004,0.0024721,654,752.47,0.016,0.0098885,0.15096,0.71996,0.18192,1.3899,0.15,0.716,0.182,1.385,accl,sync
0.24,0.24,1.3006,0.63845,3,3,3,3,270,270,0.05,0.1,0.165,0.165,0.151,0.183,0.71996,1.3821,0.72,1.382,0.004,0.0024721,655,753.09,0.02,0.012361,0.15096,0.71996,0.18306,1.3821,0.15,0.714,0.182,1.381,accl,sync
0.28,0.28,1.3007,0.63859,3,3,3,3,270,270,0.17,0.1,0.165,0.165,0.151,0.183,0.71986,1.3819,0.72,1.382,0.004,0.0024721,656,753.71,0.024,0.014833,0.15086,0.71986,0.18292,1.3819,0.15,0.7072,0.182,1.377,accl,sync
0.32,0.32,1.3167,0.63869,3,3,3,3,270,270,0.17,0.21,0.165,0.165,0.167,0.183,0.70385,1.3818,0.704,1.382,0.004,0.0024721,657,754.33,0.028,0.017305,0.16685,0.70385,0.18282,1.3818,0.15,0.7004,0.182,1.3686,accl,sync
0.36,0.36,1.3167,0.63869,3,3,3,3,270,270,0.26,0.21,0.165,0.165,0.167,0.183,0.70378,1.3818,0.704,1.382,0.004,0.0024721,658,754.94,0.032,0.019777,0.16678,0.70378,0.18282,1.3818,0.15,0.69,0.182,1.3602,accl,sync
0.4,0.4,1.3167,0.63875,3,3,3,3,270,270,0.26,0.28,0.165,0.165,0.167,0.183,0.70378,1.3818,0.704,1.382,0.004,0.0024721,659,755.56,0.036,0.022249,0.16678,0.70378,0.18276,1.3818,0.15,0.6796,0.182,1.349,accl,sync
0.44,0.44,1.7587,0.63875,4,3,4,3,-123.53,270,0.26,0.28,0.24513,0.165,0.167,0.183,0.70369,1.3818,0.704,1.382,0.004,0.004,660,756.56,0.04,0.026249,0.16669,0.70369,0.18276,1.3818,0.14426,0.67093,0.182,1.3378,accl,accl
0.48,0.48,1.6837,0.6388,4,3,4,3,-115.03,270,0.31,0.34,0.20111,0.165,0.173,0.183,0.63889,1.3817,0.638,1.382,0.004,0.004,661,757.56,0.044,0.030249,0.17389,0.63889,0.18271,1.3817,0.13901,0.65969,0.182,1.3242,accl,accl
0.52,0.52,1.6824,0.6388,4,3,4,3,-115.03,270,0.31,0.34,0.2005,0.165,0.173,0.183,0.6377,1.3817,0.638,1.382,0.004,0.0018183,662,758.02,0.048,0.032068,0.1727,0.6377,0.18271,1.3817,0.13376,0.64846,0.182,1.3106,accl,sync
0.56,0.56,1.6824,0.75516,4,3,4,3,-115.03,270,0.27,0.34,0.2005,0.165,0.173,0.174,0.63769,1.2654,0.638,1.263,0.004,0.0019874,663,758.51,0.052,0.034055,0.17269,0.63769,0.17635,1.2654,0.1292,0.63867,0.182,1.297,accl,sync
0.6,0.6,1.6824,0.75773,4,3,4,3,-115.03,270,0.27,0.38,0.2005,0.165,0.173,0.174,0.63769,1.2628,0.638,1.263,0.004,0.0021078,664,759.04,0.056,0.036163,0.17269,0.63769,0.17378,1.2628,0.12463,0.62889,0.182,1.2818,accl,sync
