dt1,dt2,l1,l2,r1,r2,t1,t2,th1,th2,v1,v2,x1,x2,xm1,xm2,y1,y2,ym1,ym2,eSpeed1,eSpeed2,pwm1,pwm2,vCtrl1,vCtrl2,xKalman1,yKalman1,xKalman2,yKalman2,xPred1,yPred1,xPred2,yPred2,State1,State2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,650,0,0,1.429,0.164,1.858,1.189,1.429,0.164,1.858,1.189,init,init
0.04,0.03,2.98,4.2669,1,9,6,9,360,450,0,0,1.429,1.835,1.429,1.855,0.165,1.1854,0.164,1.184,0.004,0.003,651,650.75,0.004,0.003,1.429,0.164,1.8564,1.1854,1.429,0.164,1.858,1.189,accl,accl
0.08,0.05,2.9852,4.3287,1,10,6,9,360,450,0.12,0.32,1.4342,1.835,1.433,1.853,0.165,1.2472,0.156,1.257,0.004,0.002,652,651.25,0.008,0.005,1.4342,0.15719,1.8432,1.2472,1.4338,0.164,1.858,1.1954,accl,accl
0.12,0.08,2.9821,4.9986,1,12,6,11,360,142.68,0.2,0.3,1.4311,1.6104,1.431,1.664,0.165,1.8191,0.168,1.712,0.004,0.003,653,652,0.012,0.008,1.4311,0.16805,1.6104,1.6584,1.4418,0.164,1.8508,1.2009,accl,accl
0.16,0.11,2.9836,5.2463,1,12,6,12,360,540,0.29,0.44,1.4326,1.3657,1.431,1.349,0.165,1.835,0.168,1.802,0.004,-0.0075,654,650.13,0.016,0.0005,1.4326,0.16957,1.3657,1.8187,1.4534,0.164,1.8376,1.2009,accl,brak
0.2,0.14,3.0212,5.4306,1,12,6,12,360,540,0.29,0.47,1.4702,1.1814,1.474,1.148,0.165,1.835,0.168,1.81,0.004,-0.0075,655,650,0.02,-0.007,1.4702,0.16421,1.1814,1.8434,1.465,0.164,1.8235,1.2009,accl,brak
0.24,0.17,3.0256,5.6448,1,1,6,12,360,540,0.29,0.42,1.4745,0.96725,1.474,0.925,0.165,1.835,0.168,1.818,0.004,0.007,656,651.75,0.024,0,1.4745,0.16854,0.96725,1.8602,1.4766,0.164,1.8109,1.2009,accl,stop
0.28,0.2,3.0252,5.6758,1,1,6,12,360,540,0,0.43,1.4741,0.93624,1.474,0.925,0.165,1.835,0.168,1.818,0.004,0,657,650,0.028,0,1.4741,0.16814,0.93624,1.8292,1.4766,0.164,1.798,1.2009,accl,wait
0.32,0.24,3.0251,5.8802,1,1,6,12,360,540,0,0.43,1.474,0.73186,1.474,0.694,0.165,1.835,0.168,1.813,0.004,0.004,658,651,0.032,0.004,1.474,0.16804,0.73186,1.8509,1.4766,0.164,1.7808,1.2009,accl,accl
0.36,0.27,3.025,5.909,1,1,6,12,360,540,0,0.3,1.474,0.70305,1.474,0.694,0.165,1.835,0.168,1.813,0.004,0.003,659,651.75,0.036,0.007,1.474,0.16801,0.70305,1.8221,1.4766,0.164,1.7718,1.2009,accl,accl
0.4,0.3,3.025,5.9166,1,1,6,12,360,540,0,0.3,1.474,0.69541,1.474,0.694,0.165,1.835,0.168,1.813,0.004,0.003,660,652.5,0.04,0.01,1.474,0.168,0.69541,1.8144,1.4766,0.164,1.7628,1.2009,accl,accl
0.44,0.32,3.025,5.918,1,2,6,12,360,540,0,0.13,1.474,0.69403,1.474,0.694,0.165,1.835,0.168,1.813,0.004,0.002,661,653,0.044,0.012,1.474,0.168,0.69403,1.813,1.4766,0.164,1.7602,1.2009,accl,accl
0.48,0.34,3.025,6.0763,1,2,6,12,360,540,0,0.13,1.474,0.53573,1.474,0.496,0.165,1.835,0.168,1.795,0.004,0.002,662,653.5,0.048,0.014,1.474,0.168,0.53573,1.8347,1.4766,0.164,1.7576,1.2009,accl,accl
0.52,0.36,3.025,6.1014,1,2,6,12,360,540,0,0.13,1.474,0.51062,1.474,0.496,0.165,1.835,0.168,1.795,0.004,0.002,663,654,0.052,0.016,1.474,0.168,0.51062,1.8096,1.4766,0.164,1.755,1.2009,accl,accl
0.56,0.39,3.025,6.1114,1,2,6,12,360,540,0,0.16,1.474,0.50067,1.474,0.496,0.165,1.835,0.168,1.795,0.004,0.003,664,654.75,0.056,0.019,1.474,0.168,0.50067,1.7997,1.4766,0.164,1.7502,1.2009,accl,accl
