dt1,dt2,l1,l2,r1,r2,t1,t2,th1,th2,v1,v2,x1,x2,xm1,xm2,y1,y2,ym1,ym2,eSpeed1,eSpeed2,pwm1,pwm2,vCtrl1,vCtrl2,xKalman1,yKalman1,xKalman2,yKalman2,xPred1,yPred1,xPred2,yPred2,State1,State2
0.67,0.69,1.9299,1.4821,9,5,3,3,270,270,0,0.34,0.165,0.165,1.762,0.182,0.090573,0.53841,0.101,0.518,0.006,0.00058733,800.25,795.91,0.201,0.18364,1.7516,0.090573,0.20241,0.53841,0.8936,0.1716,0.16,1.1226,accl,sync
0.7,0.72,1.88,1.5871,9,5,3,4,270,-75.5,0,0.34,0.165,0.16992,1.861,0.2,0.14056,0.43364,0.171,0.415,0.009,0.00085071,802.5,796.12,0.21,0.18449,1.8306,0.14056,0.21864,0.43364,0.8936,0.1716,0.16255,1.1127,accl,sync
0.73,0.75,3.4342,1.6013,9,5,8,4,70.308,-75.5,0.42,0.36,1.8067,0.17271,1.795,0.2,0.35727,0.41963,0.388,0.415,-0.0225,-0.0225,796.88,790.5,0.1875,0.16199,1.7643,0.35727,0.20463,0.41963,0.89785,0.18346,0.16526,1.1023,brak,brak
0.76,0.78,3.4591,1.6882,9,5,8,4,70.308,-57.114,0.42,0.36,1.8161,0.20326,1.795,0.241,0.38088,0.33701,0.388,0.329,-0.0225,-0.0225,791.25,784.87,0.165,0.13949,1.7879,0.38088,0.24901,0.33701,0.90209,0.19533,0.17112,1.0932,brak,brak
0.8,0.8,3.585,1.695,9,6,9,4,450,-57.114,0.53,0.36,1.835,0.20661,1.829,0.241,0.4765,0.33088,0.498,0.329,-0.03,-0.015,783.75,781.12,0.135,0.12449,1.8075,0.4765,0.24288,0.33088,0.90209,0.21653,0.17503,1.0872,brak,brak
0.83,0.82,3.5746,1.6968,9,6,9,4,450,-57.114,0.53,0.34,1.835,0.20752,1.829,0.241,0.49303,0.32928,0.498,0.329,-0.0225,-0.015,778.13,777.37,0.1125,0.10949,1.824,0.49303,0.24128,0.32928,0.90209,0.23243,0.17872,1.0814,brak,brak
0.86,0.85,3.6756,1.6975,9,6,9,4,450,-57.114,0.53,0.34,1.835,0.20791,1.843,0.241,0.59412,0.32861,0.618,0.329,-0.0225,-0.0225,772.5,771.75,0.09,0.086992,1.8191,0.59412,0.24061,0.32861,0.90209,0.24833,0.18426,1.0729,brak,brak
0.89,0.88,3.6944,1.6977,9,6,9,4,450,-57.114,0.5,0.3,1.835,0.20799,1.843,0.241,0.61285,0.32846,0.618,0.329,-0.0225,-0.0225,766.88,766.12,0.0675,0.064492,1.8378,0.61285,0.24046,0.32846,0.90209,0.26333,0.18915,1.0653,brak,brak
0.92,0.91,3.7003,1.6977,9,6,9,4,450,-57.114,0.5,0.3,1.835,0.20802,1.843,0.241,0.61874,0.32841,0.618,0.329,-0.0225,-0.0225,761.25,760.5,0.045,0.041992,1.8437,0.61874,0.24041,0.32841,0.90209,0.27833,0.19404,1.0578,brak,brak
0.95,0.94,3.7023,1.6978,9,6,9,4,450,-57.114,0.55,0.36,1.835,0.20807,1.843,0.241,0.62082,0.32831,0.618,0.329,-0.0225,-0.0225,755.63,754.87,0.0225,0.019492,1.8458,0.62082,0.24031,0.32831,0.90209,0.29483,0.1999,1.0487,brak,brak
0.98,0.97,3.8429,1.6979,9,6,9,4,450,-57.114,0.55,0.36,1.835,0.20809,1.849,0.241,0.76133,0.32828,0.785,0.329,-0.0225,-0.0225,750,750,9.02E-17,-0.0030078,1.8253,0.76133,0.24028,0.32828,0.90209,0.31133,0.20576,1.0396,brak,brak
1.01,1,3.8615,3.7046,9,6,9,9,450,450,0.5,0.4,1.835,1.835,1.849,0.525,0.77992,0.35691,0.785,0.413,-0.0225,0.0030078,750,750.75,-0.0225,0,1.8439,0.77992,0.46891,0.35691,0.90209,0.32633,0.20576,1.0516,brak,stop
1.03,1.03,4.0099,3.7301,10,6,9,9,450,450,0.5,0.4,1.835,1.835,1.854,0.675,0.92836,0.33143,0.956,0.37,0.0225,0.0055623,755.63,752.14,0,0.0055623,1.8264,0.92836,0.63643,0.33143,0.90209,0.33633,0.20576,1.0636,stop,strt
1.07,1.06,4.1827,3.7003,10,6,9,9,450,450,0.43,0.42,1.835,1.835,1.854,0.675,1.1011,0.36123,1.136,0.37,0,-0.009,755.63,750,0,-0.0034377,1.8191,1.1011,0.66623,0.36123,0.90209,0.35353,0.20576,1.0762,wait,sync
1.1,1.09,4.2087,3.7426,10,6,9,9,450,450,0.43,0.42,1.835,1.835,1.854,0.845,1.1272,0.31897,1.136,0.342,0,0.0034377,755.63,750.86,0,0,1.8452,1.1272,0.82197,0.31897,0.90209,0.36643,0.20576,1.0888,wait,stop
1.13,1.12,4.2168,3.7247,10,6,9,9,450,450,0.43,0.44,1.835,1.835,1.854,0.845,1.1353,0.33684,1.136,0.342,0,0.0055623,755.63,752.25,0,0.0055623,1.8533,1.1353,0.83984,0.33684,0.90209,0.37933,0.20576,1.102,wait,strt
1.15,1.15,4.2173,3.7149,11,6,9,9,450,450,0,0.44,1.835,1.835,1.854,0.753,1.1358,0.34664,1.136,0.326,0,-0.009,755.63,750,0,-0.0034377,1.8538,1.1358,0.77364,0.34664,0.90209,0.37933,0.20576,1.1152,wait,sync
1.18,1.18,4.2175,2.3127,11,6,9,6,450,360,0,0.44,1.835,0.76171,1.854,0.725,1.1359,0.165,1.136,0.175,0,0.0034377,755.63,750.86,0,0,1.8539,1.1359,0.76171,0.21171,0.90209,0.37933,0.21896,1.1152,wait,stop
1.21,1.21,4.2175,2.2896,11,6,9,6,450,360,0,0.44,1.835,0.73859,1.854,0.725,1.136,0.165,1.136,0.175,0,0,755.63,750,0,0,1.854,1.136,0.73859,0.18859,0.90209,0.37933,0.23216,1.1152,wait,wait
1.23,1.24,4.6088,2.2835,12,6,10,6,105.42,360,0,0.44,1.8345,0.73252,1.8,0.725,1.5272,0.165,1.59,0.175,0.006,0,757.13,750,0.006,0,1.7372,1.5272,0.73252,0.18252,0.90209,0.37933,0.24536,1.1152,accl,wait
1.26,1.27,4.7491,2.2806,12,7,10,6,128.01,360,0,0.46,1.7968,0.72953,1.739,0.725,1.6629,0.165,1.689,0.175,0.009,0,759.38,750,0.015,0,1.7129,1.6629,0.72953,0.17953,0.90209,0.37933,0.25916,1.1152,accl,wait
1.29,1.3,4.7691,2.4149,12,7,10,6,128.01,360,0,0.46,1.7865,0.86385,1.739,0.886,1.6808,0.165,1.689,0.178,0.009,0,761.63,750,0.024,0,1.7308,1.6808,0.86385,0.15585,0.90209,0.37933,0.27296,1.1152,accl,wait
1.32,1.33,4.9563,2.5715,12,7,11,6,149.47,360,0.35,0.3,1.6505,1.0205,1.648,1.053,1.8031,0.165,1.744,0.183,-0.0225,0,756,750,0.0015,0,1.6505,1.7465,1.0205,0.15047,0.89305,0.38466,0.28196,1.1152,brak,wait
1.35,1.36,4.9588,2.5952,12,7,11,6,149.47,360,0.35,0.3,1.6482,1.0442,1.648,1.053,1.8042,0.165,1.744,0.183,-0.0225,0,750.38,750,-0.021,0,1.6482,1.7442,1.0442,0.1742,0.884,0.38999,0.29096,1.1152,brak,wait
1.38,1.39,5.0611,2.9561,12,7,11,6,174.27,360,0.5,0.03,1.5469,1.4051,1.537,1.476,1.8329,0.165,1.779,0.195,0.021,0.009,755.63,752.25,0,0.009,1.5469,1.7889,1.4051,0.12412,0.86908,0.39149,0.29186,1.1152,stop,accl
1.41,1.43,5.179,3.005,12,7,12,6,540,360,0.5,0.03,1.433,1.4539,1.415,1.476,1.835,0.165,1.791,0.195,0,0.012,755.63,755.25,0,0.021,1.433,1.809,1.4539,0.17294,0.85408,0.39149,0.29306,1.1152,wait,accl
1.44,1.47,5.1943,3.1142,12,7,12,7,540,15.545,0.53,0.01,1.4177,1.563,1.415,1.589,1.835,0.16936,1.791,0.206,0,0.012,755.63,758.25,0,0.033,1.4177,1.7937,1.563,0.18004,0.83818,0.39149,0.29345,1.1153,wait,accl
1.47,1.5,5.322,3.1325,12,7,12,7,540,15.545,0.53,0.01,1.29,1.581,1.273,1.589,1.835,0.17285,1.797,0.206,0,0.009,755.63,760.5,0,0.042,1.29,1.814,1.581,0.19802,0.82228,0.39149,0.29374,1.1154,wait,accl
1.5,1.53,5.3363,3.1733,12,7,12,7,540,22.806,0.55,0.09,1.2757,1.6206,1.273,1.629,1.835,0.1844,1.797,0.207,0,0.009,755.63,762.75,0,0.051,1.2757,1.7997,1.6206,0.19862,0.80578,0.39149,0.29623,1.1165,wait,accl
1.54,1.56,5.4712,3.1802,12,7,12,7,540,22.806,0.55,0.09,1.1408,1.6272,1.12,1.629,1.835,0.18687,1.801,0.207,0,0.009,755.63,765,0,0.06,1.1408,1.8218,1.6272,0.20521,0.78378,0.39149,0.29872,1.1175,wait,accl
1.57,1.59,5.4882,3.1879,12,7,12,7,540,24.382,0.56,0.14,1.1238,1.6344,1.12,1.636,1.835,0.18976,1.801,0.212,0,0.009,755.63,767.25,0,0.069,1.1238,1.8048,1.6344,0.21043,0.76698,0.39149,0.30254,1.1192,wait,accl
1.6,1.62,5.6297,3.19,12,7,12,7,540,24.382,0.56,0.14,0.98236,1.6364,0.959,1.636,1.835,0.19058,1.804,0.212,0,0.009,755.63,769.5,0,0.078,0.98236,1.8274,1.6364,0.21238,0.75018,0.39149,0.30637,1.121,wait,accl
1.63,1.64,5.6473,3.194,1,8,12,7,540,25.141,0.33,0.19,0.96478,1.6401,0.959,1.64,1.835,0.19219,1.804,0.213,0,0.006,755.63,771,0,0.084,0.96478,1.8098,1.6401,0.21313,0.74028,0.39149,0.30981,1.1226,wait,accl
1.66,1.66,5.7914,3.2085,1,8,12,7,540,28.138,0.33,0.19,0.82065,1.6537,0.79,1.656,1.835,0.19848,1.81,0.217,0,0.006,755.63,772.5,0,0.09,0.82065,1.8406,1.6537,0.21467,0.73038,0.39149,0.31316,1.1244,wait,accl
1.68,1.69,5.8118,3.2117,2,8,12,7,540,28.138,0.33,0.19,0.8002,1.6566,0.79,1.656,1.835,0.19993,1.81,0.217,0,0.009,755.63,774.75,0,0.099,0.8002,1.8202,1.6566,0.21758,0.72378,0.39149,0.31818,1.1271,wait,accl
1.71,1.73,5.957,3.2559,2,8,12,7,540,35.924,0,0.25,0.65504,1.6959,0.625,1.702,1.835,0.22341,1.808,0.225,0,0.012,755.63,777.75,0,0.111,0.65504,1.838,1.6959,0.21889,0.72378,0.39149,0.32628,1.1329,wait,accl
1.74,1.76,5.9789,3.2627,2,8,12,7,540,35.924,0,0.25,0.63315,1.7017,0.625,1.702,1.835,0.22758,1.808,0.225,0,0.009,755.63,780,0,0.12,0.63315,1.8162,1.7017,0.22473,0.72378,0.39149,0.33236,1.1373,wait,accl
1.77,1.79,0.015673,3.315,2,8,1,7,-177.08,43.84,0,0.26,0.50567,1.7438,0.476,1.752,1.8346,0.26421,1.784,0.238,0.009,0.009,757.88,782.25,0.009,0.129,0.50567,1.8137,1.7438,0.22976,0.72378,0.39149,0.33798,1.1427,accl,accl
1.79,1.82,0.10563,3.3247,3,8,1,7,-148.04,43.84,0,0.26,0.38577,1.751,0.349,1.752,1.8178,0.27194,1.736,0.238,0.006,0.009,759.38,784.5,0.015,0.138,0.38577,1.7728,1.751,0.23699,0.72378,0.39149,0.34361,1.1481,accl,accl
1.82,1.84,0.13199,3.3237,3,9,1,8,-148.04,53.548,0,0.26,0.36076,1.745,0.349,1.797,1.8082,0.26546,1.736,0.278,0.009,0.006,761.63,786,0.024,0.144,0.36076,1.7478,1.7845,0.26546,0.72378,0.39149,0.3467,1.1523,accl,accl
1.85,1.87,0.31559,3.3376,3,9,2,8,-122.82,53.548,0.14,0.26,0.22168,1.7544,0.259,1.797,1.6934,0.27573,1.659,0.278,0.009,0.009,763.88,788.25,0.033,0.153,0.29339,1.6934,1.7947,0.27573,0.7215,0.38796,0.35133,1.1586,accl,accl
1.88,1.9,0.34424,3.3929,3,9,2,8,-122.82,63.795,0.14,0.27,0.20649,1.7872,0.259,1.829,1.6689,0.32034,1.659,0.333,0.009,0.009,766.13,790.5,0.042,0.162,0.2689,1.6689,1.8163,0.32034,0.71922,0.38443,0.35491,1.1659,accl,accl
1.91,1.93,0.43285,3.4703,3,9,2,8,-99.917,76.126,0.46,0.27,0.17372,1.8198,0.204,1.842,1.5848,0.39175,1.56,0.408,0.009,0.009,768.38,792.75,0.051,0.171,0.22877,1.5848,1.8258,0.39175,0.71685,0.37084,0.35685,1.1737,accl,accl
1.94,1.96,0.54009,3.4834,3,9,3,8,270,76.126,0.46,0.31,0.165,1.8236,0.172,1.842,1.4804,0.40467,1.453,0.408,0.009,0.009,770.63,795,0.06,0.18,0.19942,1.4804,1.8387,0.40467,0.71685,0.35704,0.35908,1.1828,accl,accl
1.97,1.99,0.56107,3.5854,3,9,3,9,270,450,0.46,0.31,0.165,1.835,0.172,1.851,1.4594,0.47613,1.453,0.49,0.009,0.009,772.88,797.25,0.069,0.189,0.17844,1.4594,1.8371,0.47613,0.71685,0.34324,0.35908,1.1921,accl,accl
2,2.02,0.66725,3.5741,3,9,3,9,270,450,0.46,0.38,0.165,1.835,0.162,1.851,1.3533,0.48744,1.333,0.49,0.009,0.009,775.13,799.5,0.078,0.198,0.18226,1.3533,1.8484,0.48744,0.71685,0.32944,0.35908,1.2035,accl,accl
2.03,2.05,0.68365,3.6392,3,9,3,9,270,450,0.53,0.38,0.165,1.835,0.162,1.856,1.3369,0.55765,1.333,0.57,0.009,0.009,777.38,801.75,0.087,0.207,0.16586,1.3369,1.8436,0.55765,0.71685,0.31354,0.35908,1.2149,accl,accl
2.06,2.08,0.79876,3.6494,3,9,3,9,270,450,0.53,0.38,0.165,1.835,0.159,1.856,1.2217,0.56791,1.202,0.57,0.009,0.009,779.63,804,0.096,0.216,0.17875,1.2217,1.8539,0.56791,0.71685,0.29764,0.35908,1.2263,accl,accl
2.09,2.11,0.81523,3.7311,3,9,3,9,270,450,0.62,0.42,0.165,1.835,0.159,1.857,1.2053,0.64957,1.202,0.663,0.009,0.009,781.88,806.25,0.105,0.225,0.16228,1.2053,1.8436,0.64957,0.71685,0.27904,0.35908,1.2389,accl,accl
2.12,2.14,0.9428,3.8366,3,9,3,9,270,450,0.62,0.44,0.165,1.835,0.16,1.858,1.0777,0.75512,1.057,0.775,0.009,0.009,784.13,808.5,0.114,0.234,0.18071,1.0777,1.8381,0.75512,0.71685,0.26044,0.35908,1.2521,accl,accl
2.14,2.17,0.95874,3.8516,4,9,3,9,270,450,0.55,0.44,0.165,1.835,0.16,1.858,1.0618,0.77006,1.057,0.775,0.006,0.009,785.63,810.75,0.12,0.243,0.16477,1.0618,1.8531,0.77006,0.71685,0.24944,0.35908,1.2653,accl,accl
2.17,2.2,0.96462,3.9649,4,9,3,9,270,450,0.55,0.45,0.165,1.835,0.16,1.853,1.0559,0.88339,1.057,0.902,0.009,0.009,787.88,813,0.129,0.252,0.15889,1.0559,1.8344,0.88339,0.71685,0.23294,0.35908,1.2788,accl,accl
2.2,2.23,1.5881,3.9798,4,9,4,9,-62.477,450,0.22,0.45,0.1701,1.835,0.158,1.853,0.43267,0.89828,0.317,0.902,0.009,0.009,790.13,815.25,0.138,0.261,0.27367,0.43267,1.8493,0.89828,0.7199,0.22709,0.35908,1.2923,accl,accl
2.22,2.26,1.6708,4.0868,5,9,4,9,-62.477,450,0.22,0.45,0.19528,1.835,0.158,1.851,0.35301,1.0052,0.317,1.027,0.006,0.009,791.63,817.5,0.144,0.27,0.19401,0.35301,1.8292,1.0052,0.72193,0.22318,0.35908,1.3058,accl,accl
2.25,2.29,3.8642,4.1039,5,9,9,9,450,450,0,0.46,1.835,1.835,0.169,1.851,0.19737,1.0223,0.163,1.027,-0.0225,0.009,786,819.75,0.1215,0.279,0.20337,0.19737,1.8463,1.0223,0.72193,0.22318,0.35908,1.3196,brak,accl
2.28,2.32,4.0106,4.219,5,10,9,9,450,450,0,0.46,1.835,1.835,0.205,1.85,0.050957,1.1375,0.024,1.157,-0.0225,0.009,780.38,822,0.099,0.288,0.23196,0.050957,1.8305,1.1375,0.72193,0.22318,0.35908,1.3334,brak,accl
2.31,2.35,4.0291,4.3471,5,10,9,9,450,450,0,0.49,1.835,1.835,0.205,1.859,0.032461,1.2656,0.024,1.292,-0.0225,0.009,774.75,824.25,0.0765,0.297,0.21346,0.032461,1.8326,1.2656,0.72193,0.22318,0.35908,1.3481,brak,accl
2.34,2.38,1.759,4.3675,6,10,4,9,-54.315,450,0,0.49,0.24529,1.835,0.27,1.859,0.27612,1.286,0.332,1.292,0.009,0.009,777,826.5,0.0855,0.306,0.21412,0.27612,1.853,1.286,0.72193,0.22318,0.35908,1.3628,accl,accl
2.38,2.4,1.7138,4.4814,6,11,4,9,-54.315,450,0.2,0.4,0.21667,1.835,0.27,1.85,0.31417,1.3999,0.332,1.416,0.012,0.006,780,828,0.0975,0.312,0.25217,0.31417,1.8339,1.3999,0.7266,0.21669,0.35908,1.3708,accl,accl
2.41,2.43,1.8945,4.4943,6,11,5,9,-29.381,450,0.2,0.4,0.34879,1.835,0.356,1.85,0.19728,1.4128,0.252,1.416,0.009,0.009,782.25,830.25,0.1065,0.321,0.34879,0.24479,1.8468,1.4128,0.73183,0.21374,0.35908,1.3828,accl,accl
2.44,2.46,1.9008,3.9412,6,11,5,5,-29.381,-50.489,0.49,0.38,0.35461,2.0114,0.356,2.121,0.19454,-0.99633,0.252,1.835,0.009,0.009,784.5,832.5,0.1155,0.33,0.35461,0.25061,2.0114,1.7254,0.74464,0.20653,0.36633,1.374,accl,accl
2.47,2.49,2.0016,4.2186,6,11,5,5,-5.7487,-47.314,0.49,0.38,0.45472,2.2082,0.46,2.331,0.16692,-1.1971,0.192,2.188,0.009,0.009,786.75,834.75,0.1245,0.339,0.45472,0.18672,2.2082,2.0652,0.75926,0.20506,0.37406,1.3656,accl,accl
2.5,2.51,2.007,4.3374,6,12,5,5,-5.7487,-47.314,0.49,0.42,0.46041,2.2924,0.46,2.331,0.16635,-1.2828,0.192,2.188,0.009,0.006,789,836.25,0.1335,0.345,0.46041,0.19241,2.2924,2.1494,0.77389,0.20359,0.37976,1.3594,accl,accl
2.53,2.54,2.0092,4.2665,6,12,5,5,-5.7487,-44.87,0.53,0.42,0.4628,2.2421,0.46,2.254,0.16614,-1.2317,0.192,2.262,0.009,0.009,791.25,838.5,0.1425,0.354,0.4628,0.1948,2.2421,2.2501,0.78971,0.20199,0.38869,1.3505,accl,accl
2.56,2.57,2.0098,4.278,6,12,5,5,-5.7487,-44.87,0.61,0.46,0.46345,2.2503,0.46,2.254,0.16609,-1.24,0.192,2.262,0.009,0.009,793.5,840.75,0.1515,0.363,0.46345,0.19545,2.2503,2.2583,0.80792,0.20016,0.39847,1.3408,accl,accl
2.59,2.6,2.01,4.2816,6,12,5,5,-5.7487,-44.87,0.61,0.46,0.46365,2.2528,0.46,2.254,0.16607,-1.2426,0.192,2.262,0.009,0.009,795.75,843,0.1605,0.372,0.46365,0.19565,2.2528,2.2608,0.82612,0.19833,0.40825,1.331,accl,accl
2.62,2.63,2.0101,4.1343,6,12,5,5,-5.7487,-42.023,0.61,0.46,0.46372,2.1484,0.46,2.14,0.16606,-1.1363,0.192,2.321,0.009,0.009,798,845.25,0.1695,0.381,0.46372,0.19572,2.1484,2.3294,0.84433,0.19649,0.4185,1.3218,accl,accl
2.65,2.66,2.0102,4.1264,6,12,5,5,-5.7487,-42.023,0.63,0.46,0.46382,2.1428,0.46,2.14,0.16606,-1.1305,0.192,2.321,0.009,0.009,800.25,847.5,0.1785,0.39,0.46382,0.19582,2.1428,2.3238,0.86314,0.1946,0.42875,1.3126,accl,accl
2.68,2.69,2.0102,4.1239,6,12,5,5,-5.7487,-42.023,0.63,0.5,0.46385,2.1411,0.46,2.14,0.16605,-1.1287,0.192,2.321,0.009,0.009,802.5,849.75,0.1875,0.399,0.46385,0.19585,2.1411,2.3221,0.88194,0.19271,0.43989,1.3025,accl,accl
2.71,2.72,2.0094,4.1231,7,12,5,5,-5.7487,-42.023,0.41,0.5,0.46294,2.1405,0.46,2.14,0.16613,-1.1282,0.192,2.321,0.009,0.009,804.75,852,0.1965,0.408,0.46294,0.19494,2.1405,2.3215,0.89418,0.19148,0.45104,1.2925,accl,accl
2.74,2.75,2.0091,3.6249,7,12,5,5,-5.7487,-37.087,0.41,0.51,0.46265,1.7868,0.46,1.67,0.16615,-0.76537,0.192,2.051,0.009,0.009,807,854.25,0.2055,0.417,0.46265,0.19465,1.7868,2.1678,0.90642,0.19024,0.46324,1.2833,accl,accl
2.76,2.78,2.4639,3.5227,8,12,5,5,-107.22,-37.087,0,0.51,0.93425,1.714,1.045,1.67,0.18712,-0.69008,0.318,2.051,0.006,0.009,808.5,856.5,0.2115,0.426,0.93425,0.20725,1.714,2.095,0.90642,0.19024,0.47545,1.274,accl,accl
2.79,2.81,2.5556,5.2707,8,12,5,12,-107.22,540,0,0.54,1.0096,1.3413,1.045,1.222,0.084598,1.835,0.318,1.812,0.009,-0.0225,810.75,850.88,0.2205,0.4035,1.0096,0.28259,1.3413,1.9313,0.90642,0.19024,0.45925,1.274,accl,brak
