dt1,dt2,l1,l2,r1,r2,t1,t2,th1,th2,v1,v2,x1,x2,xm1,xm2,y1,y2,ym1,ym2,eSpeed1,eSpeed2,pwm1,pwm2,vCtrl1,vCtrl2,xKalman1,yKalman1,xKalman2,yKalman2,xPred1,yPred1,xPred2,yPred2,State1,State2
0.04,0.04,3.8895,1.3115,9,3,9,3,450,270,0,0,1.835,0.165,1.846,0.158,0.808,0.709,0.808,0.709,0,0,650,750,0,0,1.846,0.808,0.158,0.709,1.846,0.808,0.158,0.709,init,init
0.08,0.08,3.8895,1.3115,9,3,9,3,450,270,0,0,1.835,0.165,1.846,0.158,0.808,0.709,0.808,0.709,0,0.004,650,751,0,0.004,1.846,0.808,0.158,0.709,1.846,0.808,0.158,0.709,wait,accl
0.12,0.12,3.8895,1.3106,9,3,9,3,450,270,0,0,1.835,0.165,1.846,0.159,0.808,0.70996,0.808,0.71,0,0.004,650,752,0,0.008,1.846,0.808,0.15896,0.70996,1.846,0.808,0.158,0.709,wait,accl
0.16,0.16,3.8895,1.3105,9,3,9,3,450,270,0,0,1.835,0.165,1.846,0.159,0.808,0.71,0.808,0.71,0,0.004,650,753,0,0.012,1.846,0.808,0.159,0.71,1.846,0.808,0.158,0.709,wait,accl
0.2,0.2,3.8895,1.3105,9,3,9,3,450,270,0,0.02,1.835,0.165,1.846,0.159,0.808,0.70998,0.808,0.71,0,0.004,650,754,0,0.016,1.846,0.808,0.15898,0.70998,1.846,0.808,0.158,0.7082,wait,accl
0.24,0.24,3.8897,1.3107,9,3,9,3,450,270,0,0.18,1.835,0.165,1.838,0.159,0.80817,0.70985,0.808,0.71,0,0.004,650,755,0,0.02,1.8382,0.80817,0.15885,0.70985,1.846,0.808,0.158,0.701,wait,accl
0.28,0.28,3.8895,1.3107,9,3,9,3,450,270,0,0.18,1.835,0.165,1.838,0.159,0.80801,0.70984,0.808,0.71,0,0.004,650,756,0,0.024,1.838,0.80801,0.15884,0.70984,1.846,0.808,0.158,0.6938,wait,accl
0.32,0.32,3.8895,1.3107,9,3,9,3,450,270,0,0.27,1.835,0.165,1.838,0.159,0.808,0.70977,0.808,0.71,0,0.004,650,757,0,0.028,1.838,0.808,0.15877,0.70977,1.846,0.808,0.158,0.683,wait,accl
0.36,0.36,3.8895,1.3107,9,3,9,3,450,270,0,0.27,1.835,0.165,1.838,0.159,0.808,0.70977,0.808,0.71,0,0.004,650,758,0,0.032,1.838,0.808,0.15877,0.70977,1.846,0.808,0.158,0.6722,wait,accl
0.4,0.4,3.8895,1.7079,9,4,9,4,450,-117.4,0,0.27,1.835,0.21341,1.838,0.162,0.808,0.66066,0.808,0.66,0,0.004,650,759,0,0.036,1.838,0.808,0.16266,0.66066,1.846,0.808,0.15303,0.66261,wait,accl
0.44,0.44,3.8895,1.7068,9,4,9,4,450,-117.4,0,0.31,1.835,0.21281,1.838,0.162,0.808,0.65968,0.808,0.66,0,0.004,650,760,0,0.04,1.838,0.808,0.16168,0.65968,1.846,0.808,0.14732,0.6516,wait,accl
0.48,0.48,3.8895,1.7068,9,4,9,4,450,-117.4,0,0.31,1.835,0.21279,1.838,0.162,0.808,0.65964,0.808,0.66,0,0.004,650,761,0,0.044,1.838,0.808,0.16164,0.65964,1.846,0.808,0.14162,0.64059,wait,accl
