1,0.49,1.835,0,1,0.49,1.51
2,0.26,1.74,0.255254403,-1,0.49,1.51
3,0.165,1.51,0.510508806,0,0.165,0
4,0.165,0.49,1.530508806,-1,0.49,0.49
5,0.26,0.26,1.785763209,-1,0.49,0.49
6,0.49,0.165,2.041017612,0,0,0.165
7,1.51,0.165,3.061017612,-1,1.51,0.49
8,1.74,0.26,3.316272016,1,1.51,0.49
9,1.835,0.49,3.571526419,0,1.835,0
10,1.835,1.51,4.591526419,1,1.51,1.51
11,1.74,1.74,4.846780822,1,1.51,1.51
12,1.51,1.835,5.102035225,0,0,1.835
